company_name|license_number|licensee_type_cd|licensee_type_cd|expiration_date|address1/city/state/zip|phone_number_type|phone|qualifying_individual|license_type2
CENTER MANAGEMENT GROUP, LLC|LIC-0001926|08|General Contractor|Class|B|06/14/2015|2637 JUNIPER AVE BOULDER, CO 80304|310-339-8707|303-449-2214|Michael Johan
16360 TABLE MOUNTAIN PKWY GOLDEN, CO 80403|08|General Contractor|Class|B|04/17/2016|Primary Phone|Rory Hisel|303-993-3293
CHURCHILL CONSTRUCTION SVCS|LIC-0009129|08|General Contractor|Class|B|07/31/2015|PO BOX 3213 NEDERLAND, CO 80466|303-258-1813|Mike Churchill|18|General Contractor|Class|D-8 Requires a Permit|06/04/2011|19|General Contractor|Class|D-9 Home Inspector|08/20/2015|31|General Contractor|Class|G Energy Inspector|06/01/2012
CLASSIC CONSTRUCTION LLC|LIC-0001820|08|General Contractor|Class|B|02/11/2016|1020 MAPLETON AV BOULDER, CO 80304|303 931 8099|Rudolph Harburg|28|Right-of-Way|10/05/2013
COAST TO COAST DEVELOPMENT|LIC-0001433|08|General Contractor|Class|B|07/15/2015|5377 MANHATTAN #103 BOULDER, CO 80303|303-554-1567 ext. 1|303-554-1568|Bill Eckert
COAST TO COAST RESIDENTIAL DEV|LIC-0007970|08|General Contractor|Class|B|03/09/2016|5377 MANHATTAN CIR #103 BOULDER, CO 80303|303.554.1567|Bill Eckert|28|Right-of-Way|06/06/2015
COBURN DEVELOPMENT INC|LIC-0002624|08|General Contractor|Class|B|09/26/2015|3020 CARBON PL #203 BOULDER, CO 80301|303.442.3351|James Appel|28|Right-of-Way|09/26/2015
COCAT LLC|LIC-0006264|08|General Contractor|Class|B|05/20/2015|4905 LIMA ST DENVER, CO 80239|303-565-3834|303-333-0392|Geary Perry
CODA CONSTRUCTION GROUP, LLC|LIC-0008870|08|General Contractor|Class|B|09/22/2015|444 LIPAN ST DENVER, CO 80204|303-757-3033|Mark Stratton
COLEGROVE C AND C, LLC|LIC-0010615|08|General Contractor|Class|B|05/21/2015|4362 APPLE WAY BOULDER, CO 80301|720-375-5587|Greg Colegrove
COLORADO CHOICE BUILDERS|LIC-0001399|08|General Contractor|Class|B|04/06/2016|PO BOX 7952 BOULDER, CO 80306|303-447-2371|303-818-2111|Thomas Engelbach|28|Right-of-Way|09/11/2015
COLORADO STEEL SYSTEMS INC|LIC-0010684|08|General Contractor|Class|B|08/26/2015|200 S WILCOX ST #328 CASTLE ROCK, CO 80104|303-226-4098|Dan Myers
COLT CONSTRUCTION|LIC-0004244|08|General Contractor|Class|B|08/21/2015|6373 WAXWING CT LONGMONT, CO 80503|720-290-9385|Douglas Elting|28|Right-of-Way|06/04/2013
COMMERCIAL BUILDING SERVICES|LIC-0007973|08|General Contractor|Class|B|08/16/2015|7561 S GRANT ST STE A4 LITTLETON, CO 80122|303-730-3001|Ivar Larsen
COMPASS CONSTRUCTION LLC|LIC-0009258|08|General Contractor|Class|B|04/21/2015|7018 W 38TH AVE DENVER, CO 80033|720-219-5314|Janeece Hoppe
COMPLETE CONSTRUCTION SERVICES|LIC-0010487|08|General Contractor|Class|B|01/12/2016|12774 FOREST ST THORNTON, CO 80241|720-936-8962|Michael Call
CONCEPT 30 LLC|LIC-0009370|08|General Contractor|Class|B|05/07/2015|PO BOX 717 LONGMONT, CO 80502|303-641-0781|Richard Filipek
CORE CONTRACTORS INC|LIC-0009767|08|General Contractor|Class|B|03/13/2016|4501 LOGAN ST DENVER, CO 80216|303-295-2220|Tomas Wolfram
CORNERSTONE HOMES INC|LIC-0006134|08|General Contractor|Class|B|12/05/2015|PO BOX 1101 LONGMONT, CO 80502|303-772-2198|James Cobb
CORONA SIERRA COLORADO INC|LIC-0003600|08|General Contractor|Class|B|04/07/2015|PO BOX 54 LARKSPUR, CO 80118|303.814.1467|Robert Parker
COTTONWOOD CUSTOM BUILDERS|LIC-0003118|08|General Contractor|Class|B|10/26/2015|INC|80304|303-449-3076|Jeff Hindman|28|Right-of-Way|04/10/2014
CQL - 2000 CONSTRUCTORS LLC|LIC-0007517|08|General Contractor|Class|B|01/06/2016|PO BOX 723 FRANKTOWN, CO 80116|303-688-8121|Larry Potthoff
CROSS LINE CONSTRUCTION CORP|LIC-0010616|08|General Contractor|Class|B|05/21/2015|PO BOX 868 CASTLE ROCK, CO 80104|Stephen Miller
CROSSCONCEPTS|LIC-0006322|08|General Contractor|Class|B|09/20/2015|PO BOX 6039 LONGMONT, CO 80501|303-332-1414|720-261-3935|William Cross
CUSTOM SOLAR LLC|LIC-0008350|08|General Contractor|Class|B|07/30/2015|2840 WILDERNESS PL STE F BOULDER, CO 80301|303-859-8597|Gardner Mein
D & R CONSTRUCTION COMPANY INC|LIC-0008235|08|General Contractor|Class|B|05/09/2015|5195 W 58TH AVE UNIT 1 ARVADA, CO 80002|303.657.8500|David Ragsdale
D L PILKINGTON CONSTRUCTION|LIC-0007975|08|General Contractor|Class|B|04/30/2016|3770 PURITAN WAY FREDERICK, CO 80516|303-833-4594|Louis Pilkington
DALY & DALY ENTERPRISES LLC|LIC-0009850|08|General Contractor|Class|B|04/18/2015|1535 PEARL ST BOULDER, CO 80304|303-859-1518|Thomas Daly
DAVID QUINN CONSTRUCTION INC|LIC-0009788|08|General Contractor|Class|B|02/27/2016|PO BOX 2051 BROOMFIELD, CO 80038|David Quinn
DELTA CONSTRUCTION CO, INC|LIC-0003339|08|General Contractor|Class|B|11/16/2015|7000 BROADWAY UNIT 107 DENVER, CO 80221|303-861-7548|Gary Cole
DOHN CONSTRUCTION INC|LIC-0006074|08|General Contractor|Class|B|12/21/2015|2642 MIDPOINT DR UNIT A FORT COLLINS, CO 80525|970-566-0261|970-490-1855|Douglas Dohn|28|Right-of-Way|07/18/2015
DRG & ASSOCIATES, INC|LIC-0003526|08|General Contractor|Class|B|12/13/2015|5801 W ALAMEDA AVE STE A LAKEWOOD, CO 80226|303-598-5455|303-475-7890|Raymond Garcia, Jr|28|Right-of-Way|07/09/2015
DRS INC/PROFESSIONAL|LIC-0007272|08|General Contractor|Class|B|09/24/2015|RESTORATION|303-922-4001|Randy Benedict
DS CONSTRUCTORS LLC|LIC-0010388|08|General Contractor|Class|B|09/30/2015|3780 N GARFIELD AVE STE 101 LOVELAND, CO 80538|970-635-3534|Melinda Denney
DUGAN BUILDING COMPANY|LIC-0010835|08|General Contractor|Class|B|03/17/2016|4200 ELIZABETH LAKE RD WATERFORD, MI 48328|298-738-4990|John Dugan
DUNCAN HANSSON GEN|LIC-0004342|08|General Contractor|Class|B|12/16/2015|CONTRACTOR|CO|303-664-0214|Duncan Hansson|80026
EARTH SAVING SOLUTIONS|LIC-0010549|08|General Contractor|Class|B|10/14/2015|1015 E 70TH AVE DENVER, CO 80229|720-309-5679|720-434-1728|Chris Hock|12|General Contractor|Class|D-2|Roofing|03/14/2016
EDIFICE BUILDERS INC|LIC-0010579|08|General Contractor|Class|B|04/10/2015|7344 S ALTON WAY #8B CENTENNIAL, CO 80112|303-913-1612|Norman Moore
EDWARDS COMM CONST CO, LLC|LIC-0009984|08|General Contractor|Class|B|08/04/2015|495 S HIGH ST STE 150 COLUMBUS, OH 43215|614-241-2070|Peter Edwards
EGC SERVICES, INC|LIC-0007139|08|General Contractor|Class|B|11/03/2015|1156 S LIPAN ST DENVER, CO 80223|303-765-2490|Paul Edstrom
EJCM, LLC|LIC-0001635|08|General Contractor|Class|B|05/11/2015|111 KALAMATH ST DENVER, CO 80223-1436|303-573-5678|Pete Gillespie
ELITE CONSTRUCTION LLC|LIC-0010594|08|General Contractor|Class|B|05/06/2015|1169 MIRCOS ST ERIE, CO 80516|720-446-9633|Lance Slayton
EMERALD CM INC|LIC-0001077|08|General Contractor|Class|B|11/03/2015|794 VENTURA ST UNIT A AURORA, CO 80011|303-341-7242|Chuck Cullens
ENERGY CONCEPTS, INC|LIC-0003946|08|General Contractor|Class|B|12/05/2015|PO BOX 238 JAMESTOWN, CO 80455|Thomas Seibert|28|Right-of-Way|09/10/2015
ENGINEERED STRUCTURES, INC|LIC-0008965|08|General Contractor|Class|B|01/30/2016|3330 E LOUISE DR STE 300 MERIDIAN, ID 83642|208-362-3040|208-362-3040|Heather Flint|28|Right-of-Way|08/21/2015
ENVIRONMENTAL SYSTEMS DESIGN,|LIC-0001228|08|General Contractor|Class|B|05/05/2015|LLC|303-652-2572|Lari Parich
EPIC CONSTRUCTION INC|LIC-0008260|08|General Contractor|Class|B|09/10/2015|15334 E HINSDALE CIR UNIT 1D CENTENNIAL, CO|303-840-8821|TJ Sparks
FIELD WEST CONSTRUCTION, LLC|LIC-0007933|08|General Contractor|Class|B|05/16/2015|PO BOX 31 BOULDER, CO 80306|303-442-2383|Daniel Drury|28|Right-of-Way|05/16/2015
FINANCIAL CONSTRUCTION SVCS|LIC-0004159|08|General Contractor|Class|B|09/26/2015|6021 E 50TH AVE COMMERCE CITY, CO 80022|303-298-1098|Robert Gregory
FISCHER CONSTRUCTION INC|LIC-0002601|08|General Contractor|Class|B|08/28/2015|7460 WELD COUNTY RD 1 LONGMONT, CO 80504|303-485-8855|Bart Fischer
FLATIRONS CONSTRUCTION|LIC-0010711|08|General Contractor|Class|B|09/30/2015|COMPANY|720-881-3040|Matthew Parker
FROM THE GROUND UP CONST INC|LIC-0001187|08|General Contractor|Class|B|12/18/2015|12335 QUICKSILVER RD LONGMONT, CO 80501|303-651-1925|Michael Gunderson
G KENNY BUILDERS LLC|LIC-0009453|08|General Contractor|Class|B|05/15/2015|1152 VALLEY LN BOULDER, CO 80302|Guy Kenny
GENESIS BUILDERS GROUP LLC|LIC-0010817|08|General Contractor|Class|B|02/18/2016|2855 ROCK CREEK CIR UNIT 288 SUPERIOR, CO 80027|402-630-8942|Nathan Muell
GJ KOEPPEN CONSTRUCTION LLC|LIC-0008479|08|General Contractor|Class|B|07/31/2015|6300 CLAYTON CIR FREDERICK, CO 80530|720-771-3173|Graham Koeppen
GLACIER CONSTRUCTION|LIC-0008770|08|General Contractor|Class|B|08/01/2015|8490 E CRESCENT PKWY STE 250 GREENWOOD|303-221-5383|Randall Wambsganss
GOLDEN SANDS GENERAL|LIC-0010778|08|General Contractor|Class|B|12/29/2015|CONTRACTORS|303-551-4628|720-739-2222|Christopher White
GOOSE HAVEN CONSTRUCTION|LIC-0006128|08|General Contractor|Class|B|07/16/2015|2880 14TH ST BOULDER, CO 80304|303-827-5758|Chad Johnson
HABITAT FOR HUMANITY OF|LIC-0009097|08|General Contractor|Class|B|06/06/2015|BOULDER VALLEY DBA FLATIRONS LAFAYETTE, CO|303-447-3787|Phillip Dorth
HAPPEL & ASSOCIATES INC|LIC-0003470|08|General Contractor|Class|B|08/07/2015|722 WASHINGTON AVENUE STE 211 GOLDEN, CO|303-277-9358|Steven Silk
HARBER'S HOUSE REPAIR|LIC-0007235|08|General Contractor|Class|B|01/09/2016|PO BOX 18705 GOLDEN, CO 80401|303-216-1641|Michael Harber
HARDESTY & ASSOCIATES INC|LIC-0009900|08|General Contractor|Class|B|05/30/2015|500 E BALBOA BLVD NEWPORT BEACH, CA 92661|949-723-2230|Paracorp Incorporated
HAROLD STEPHENSON DESIGN|LIC-0004194|08|General Contractor|Class|B|06/02/2015|216 AGATE WAY BROOMFIELD, CO 80020|720-255-5753|303-438-1962|Harold Stephenson
HARRINGTON STANKO|LIC-0009150|08|General Contractor|Class|B|08/13/2015|CONSTRUCTION|303-441-9155|Sean Murphy
HARTZHEIM CONSTRUCTION|LIC-0002346|08|General Contractor|Class|B|08/05/2015|400 W CANNON ST LAFAYETTE, CO 80026|Tom Hartzheim
HENDRICKS FINE HOMES LLC|LIC-0008243|08|General Contractor|Class|B|02/19/2016|6661 ARAPAHOE RD STE 2 BOULDER, CO 80303|720-406-7481|Cary Hendricks
PO BOX 273120 FORT COLLINS, CO 80527|08|General Contractor|Class|B|04/03/2016|24hr Phone|Herbert Stains|970-266-1685
HICKMAN CONSTRUCTION INC|LIC-0002753|08|General Contractor|Class|B|02/09/2016|PO BOX 1519 BOULDER, CO 80306|303-245-0554|John Hickman
HIVE CONSTRUCTION LLC|LIC-0010604|08|General Contractor|Class|B|05/12/2015|4701 MARION ST SUITE 101 DENVER, CO 80216|303-292-0554|William Schwartz
HORIZON BUILDERS|LIC-0007669|08|General Contractor|Class|B|06/09/2015|PO BOX 826 LYONS, CO 80540|303-245-8600|720-338-4706|Christopher Sands|28|Right-of-Way|12/09/2012
HORIZON CUSTOM HOMES, INC|LIC-0008419|08|General Contractor|Class|B|01/28/2016|1931 TYLER RD BOULDER, CO 80304|720-771-6939|Michael Artino
HORIZON WEST BUILDERS INC|LIC-0002534|08|General Contractor|Class|B|09/30/2015|3855 E 151ST AVE BRIGHTON, CO 80602|303-451-0288|303-451-0688|Bryan Neitenbach
IMMACULATE CONSTRUCTION, LLC|LIC-0010179|08|General Contractor|Class|B|03/05/2016|832 BAKER ST LONGMONT, CO 80501|John Daugherty
INTERIOR CONSTRUCTION SERVICES|LIC-0006368|08|General Contractor|Class|B|05/22/2015|6661 ARAPAHOE RD #7 BOULDER, CO 80303|303-442-4166|Brian LeClaire
INTERLOCK CONSTRUCTION CORP|LIC-0005155|08|General Contractor|Class|B|10/08/2015|2492 W 2ND AVE DENVER, CO 80223|303-742-4400|Robert Sarlo
INWARD CHARLES CONSTRUCTION|LIC-0006690|08|General Contractor|Class|B|04/24/2015|SERVICE|303-757-5588|Richard Charles
IO DESIGNBUILD|LIC-0009095|08|General Contractor|Class|B|06/28/2015|PO BOX 728 BOULDER, CO 80306|720-785-0374|Ian Oeser|19|General Contractor|Class|D-9 Home Inspector|04/08/2015|31|General Contractor|Class|G Energy Inspector|04/08/2015
J B C IMPROVEMENTS|LIC-0010437|08|General Contractor|Class|B|11/14/2015|2858 KALMIA AVE #205 BOULDER, CO 80301|720-626-9154|Jerry Balmes
JAMES E JOHN CONSTRUCTION CO|LIC-0010799|08|General Contractor|Class|B|01/23/2016|INC|360-696-0837|360-823-2737|Kristofor Simensen
JAX WERX|LIC-0010445|08|General Contractor|Class|B|11/14/2015|1453 MARSHALL RD BOULDER, CO 80305|720-308-6675|Tim Jacks
JD PLUMBING & CONSTRUCTION|LIC-0010728|08|General Contractor|Class|B|10/15/2015|4051 S NUCLA WAY AURORA, CO 80013|303-810-1144|Jose Dogue|27|Plumbing|10/15/2015
JDC CONSTRUCTION|LIC-0002300|08|General Contractor|Class|B|10/25/2015|570 PINE ST BOULDER, CO 80302|303-449-3797|303-939-0271|Jeffrey Combelic
JEFFERSON BUILDERS, LLC|LIC-0008386|08|General Contractor|Class|B|03/04/2016|2529 49TH ST UNIT C BOULDER, CO 80301|303-827-3388|Stephen Jefferson
JIM BLACK CONSTRUCTION, INC|LIC-0001038|08|General Contractor|Class|B|01/22/2016|12279 PENNSYLVANIA ST THORNTON, CO 80241|303-598-8000|303-452-8710|James Black
JOHN D PUTNAM INC|LIC-0006963|08|General Contractor|Class|B|04/12/2016|PO BOX 2002 BOULDER, CO 80306|John Putnam
JOHN M. BROWN & ASSOCIATES|LIC-0006722|08|General Contractor|Class|B|05/19/2015|7950 N. 81ST. ST. NIWOT, CO 80503|303-652-8534|John Brown
JOSH MITCHELL CONST LLC|LIC-0009926|08|General Contractor|Class|B|11/06/2015|931 SHAVANO PEAK DR SUPERIOR, CO 80027|919-357-1714|Joshua Mitchell
JUNIPER ASSOCIATES LLC|LIC-0007324|08|General Contractor|Class|B|07/27/2015|PO BOX 381 NEDERLAND, CO 80466|720-320-4346|Jacob Gaventa
K M H CONSTRUCTION INC|LIC-0002546|08|General Contractor|Class|B|02/27/2016|2110 MEADOW AVE BOULDER, CO 80304|303-444-5441|303-442-2003|Kenneth Highfill|31|General Contractor|Class|G|Energy|Inspector|04/12/2013
KEENE CONCRETE, INC|LIC-0006969|08|General Contractor|Class|B|10/03/2015|30263 WCR 8 KEENESBURG, CO 80643|303-227-1901|Chris Bailey|28|Right-of-Way|11/04/2015
KENNEY BROTHERS CONSTRUCTION|LIC-0002029|08|General Contractor|Class|B|03/12/2016|CO|303-434-4037|303-443-6775|Jeff Kenney
KIRKLEY CORPORATION, INC|LIC-0010785|08|General Contractor|Class|B|01/02/2016|PO BOX 7268 REDLANDS, CA 92375|909-792-4625|Chris Kirkley
KOELBEL URBAN HOMES|LIC-0010593|08|General Contractor|Class|B|05/06/2015|5291 E YALE AVE DENVER, CO 80222|303-300-8554|Brian McManus
KRISCHE CONSTRUCTION, INC|LIC-0001013|08|General Contractor|Class|B|05/04/2015|PO BOX 419 LONGMONT, CO 80502|303-776-7643|Daniel Krische|28|Right-of-Way|05/04/2015
KTK GENERAL CONTRACTING LIMITED|LIC-0008994|08|General Contractor|Class|B|02/03/2016|3755 W 69TH PL WESTMINSTER, CO 80030|303-355-0013|John Koppenhafer
LAKEVIEW CONSTRUCTION INC|LIC-0004337|08|General Contractor|Class|B|05/31/2015|10505 CORPORATE DR PLEASANT PRARIE, WI 53158|414-857-3336|Marc Delsman
LIGHTHOUSE CDS LLC|LIC-0010544|08|General Contractor|Class|B|03/10/2016|550 LIPAN ST STE 200 DENVER, CO 80204|720-308-4997|Bob Collins
LINDGREN ACOUSTICAL CONST INC|LIC-0002395|08|General Contractor|Class|B|08/20/2015|4701 BEVERLY DR BERTHOUD, CO 80513|303-931-5884|Doug Lindgren|29|Sign Contractor A|12/05/2014
LISCOM CONSTRUCTION|LIC-0001215|08|General Contractor|Class|B|01/21/2016|1096 TOEDTLI DR BOULDER, CO 80303|303-589-4124|Dean Liscom
LOEWEN CONSTRUCTION, INC|LIC-0003090|08|General Contractor|Class|B|01/12/2016|PO BOX 77133 COLORADO SPRINGS, CO 80970|719-550-9287|Laurie Loewen
LOGICAL SYSTEMS LLC|LIC-0009908|08|General Contractor|Class|B|07/05/2015|PO BOX 341321 MEMPHIS, TN 38184-1321|901-312-5133|901-312-5174|Corporation Company
24hr Phone|720-494-9544|23|Mechanical Class B Commercial|&|Residential|01/27/2015|Responsible:|LIC-0007289|Paul Mandel|Heubert Mueller|08|General Contractor Class B|11/18/2015
MANGUS CONSTRUCTION CO INC|LIC-0001536|08|General Contractor|Class|B|04/13/2016|2455 AGATE LN BOULDER, CO 80304|303-443-7322|Richard Mangus
MAXWELL BUILDERS INC|LIC-0008871|08|General Contractor|Class|B|02/24/2016|333 W HAMPDEN AVE STE 325 ENGLEWOOD, CO|303-762-1812|David Maxwell
MB BUILDERS INC|LIC-0010814|08|General Contractor|Class|B|02/10/2016|5811 31ST CT E BRADENTON, FL 34203|941-752-7518|Michael Borkey
MCPHERSON DEVELOPMENT CO, INC|LIC-0010830|08|General Contractor|Class|B|03/02/2016|3501 SW FAIRLAWN RD STE 100 TOPEKA, KS 66614|785-273-3880|William Sims
MENDEL & COMPANY CONSTRUCTION|LIC-0006783|08|General Contractor|Class|B|08/10/2015|3735 S BROADWAY ST ENGLEWOOD, CO 80113|303-698-5628|Nathan Mendel
METRO CONTRACTING SERVICES INC|LIC-0004168|08|General Contractor|Class|B|09/05/2015|500 THERESA DR BOULDER, CO 80303|303-543-9549|Scott Pancost
MICK WHITE RENOVATIONS, LLC|LIC-0008880|08|General Contractor|Class|B|12/21/2015|7365 W 162ND ST OVERLAND PARK, KS 66085|913-671-7068|Pamela White
MIKE PONT CARPENTRY LLC|LIC-0010177|08|General Contractor|Class|B|02/25/2016|205 SANDLER DR LAFAYETTE, CO 80026|Michael Beardsley
MILESTONE REMODELING LTD|LIC-0006051|08|General Contractor|Class|B|04/24/2015|875 ORMAN DRIVE BOULDER, CO 80303|303-775-7215|Miles Brooks
MLM DBA MORISON CONSTRUCTION|LIC-0003532|08|General Contractor|Class|B|10/06/2015|PO BOX 19945 BOULDER, CO 80308|303-543-4225|303-543-4225|Malcolm Morison
MOUNTAIN STATES CONSTRUCTION|LIC-0010037|08|General Contractor|Class|B|10/02/2015|CO|CO 80111|303-790-1500|Corey Gray
MOUNTAIN VIEW CONTRACTING LLC|LIC-0010734|08|General Contractor|Class|B|10/24/2015|4090 YOUNGFIELD WHEATRIDGE, CO 80033|720-328-3476|Scott Reardon
MPB CONTRACTORS INC|LIC-0002590|08|General Contractor|Class|B|04/30/2016|3155 N CHAMBERS RD UNIT A AURORA, CO 80011|303-343-4318|Jay Melvey
MURRAY & STAFFORD, INC|LIC-0006644|08|General Contractor|Class|B|12/29/2015|5120 OSAGE ST STE 100 DENVER, CO 80221|303-420-0234|Joel Scott
4571 BROADWAY ST BOULDER, CO 80304|08|General Contractor|Class|B|06/06/2015|Phone 1|303-447-0300|303-447-0300 ext. 205|Josh Tatel|303-447-0300 x246
NARVAES WESTERN LLC|LIC-0006388|08|General Contractor|Class|B|05/08/2015|3020 CARBON PL BOULDER, CO 80301|303-786-8061|Amory Narvaes|28|Right-of-Way|08/11/2015
NCB LLC|LIC-0009626|08|General Contractor|Class|B|06/09/2015|9226 TEDDY LN STE 125 LITTLETON, CO 80124|303-705-8017|Todd Nordstrom
NEW CONCEPTS CONSTRUCTION, INC|LIC-0010035|08|General Contractor|Class|B|09/10/2015|31 W GREGSON AVE SALT LAKE CITY, UT 84115|801-463-1021|Kevin Hunt
NEXT GENERATION CONSTRUCTION|LIC-0009741|08|General Contractor|Class|B|03/19/2016|1226 AIKINS WAY BOULDER, CO 80305|BENJAMIN LANN
NUTTELMAN CUSTOM BUILD, LLC|LIC-0010649|08|General Contractor|Class|B|06/30/2015|4652 GREENBRIAR CT BOULDER, CO 80305|720-281-4554|Max Nuttelman
OAKSTONE CONSTRUCTION INC|LIC-0007783|08|General Contractor|Class|B|06/20/2015|4065 YOSEMITE PLACE PLACERVILLE, CA 95667|530-642-8858|William Kreisl
ODOM CONSTRUCTION COMPANY|LIC-0002401|08|General Contractor|Class|B|08/19/2015|4235 CORRIENTE PL BOULDER, CO 80301|303-443-4103|Ted Odom
OMNI BUILDING CORPORATION|LIC-0007774|08|General Contractor|Class|B|07/28/2015|2785 W HAMPDEN AVE ENGLEWOOD, CO 80110|303-806-0123|Bruce VerSteeg
ONE CALL CONSTRUCTION|LIC-0007350|08|General Contractor|Class|B|01/21/2016|1441 QUINCE AVE BOULDER, CO 80304|303-819-0971|James Fugett
OVERLAND CONTRACTING INC|LIC-0010087|08|General Contractor|Class|B|01/29/2016|587 SIGMAN RD NE CONYERS, GA 30013|720-412-4989|913-458-1768|Andrew Birch
OWEN COMMUNICATION SERVICES|LIC-0009393|08|General Contractor|Class|B|12/19/2015|INC|303-953-1397|Douglas Owen
PALACE CONSTRUCTION CO INC|LIC-0001626|08|General Contractor|Class|B|11/30/2015|7 S GALAPAGO ST DENVER, CO 80223|303-777-7999|J Mark Greer|28|Right-of-Way|11/30/2015
PARKER COMMERCIAL|LIC-0006374|08|General Contractor|Class|B|02/25/2016|CONSTRUCTION|303-527-0449|Matthew Parker
PARRISH CONSTRUCTION COMPANY|LIC-0001281|08|General Contractor|Class|B|03/10/2016|4770 PEARL ST BOULDER, CO 80301-2434|303-444-0033|Larry Parrish
PARTICLE MEASURING SYSTEMS INC|LIC-0006370|08|General Contractor|Class|B|02/15/2016|5475 AIRPORT BLVD BOULDER, CO 80301|303-443-7100|Michael Mc Alpine
PEAK CONTRACTORS|LIC-0009207|08|General Contractor|Class|B|08/12/2015|510 COMPTON ST STE 103 BROOMFIELD, CO 80020|303-530-0554|David Mitchell
PENNELLA BUILDERS|LIC-0004419|08|General Contractor|Class|B|06/10/2015|PO BOX 4331 BOULDER, CO 80306|Thomas Pennella
PETER B ISHERWOOD CONSTRUCTION|LIC-0008200|08|General Contractor|Class|B|04/02/2015|LLC|303-666-4404|Peter Isherwood
PETERSEN CONSTRUCTION|LIC-0003026|08|General Contractor|Class|B|04/17/2016|2540 PINE ST BOULDER, CO 80302|720-201-7048|Albert Petersen
PINE CONSTRUCTION COMPANY|LIC-0007039|08|General Contractor|Class|B|02/17/2016|1050 55TH ST BOULDER, CO 80303|720-310-0115|Derek Pine
PINNACLE STRUCTURAL SERVICES|LIC-0009494|08|General Contractor|Class|B|11/13/2015|8547 E ARAPAHOE RD|720-202-7015|Michael Lombardo|STE J-170 GREENWOOD
PIONEER GENERAL CONTRACTORS,|LIC-0006173|08|General Contractor|Class|B|06/25/2015|INC|806-622-3100|Bobby Pickard
PIONEER GROUP INC|LIC-0001363|08|General Contractor|Class|B|06/05/2015|925 W KENYON AVE STE 2 ENGLEWOOD, CO 80110|303-789-2177|David Black|28|Right-of-Way|06/10/2014
PKJ CONSTRUCTION INC|LIC-0010611|08|General Contractor|Class|B|05/19/2015|23307 E LA PALMA AVE YORBA LINDA, CA 92887|714-455-2997|Paul Kurtz Jr
PLATINUM MANAGMENT|LIC-0010384|08|General Contractor|Class|B|02/19/2016|PO BOX 3059 NEDERLAND, CO 80466|303-551-3662|Michael Burnstein
PLATINUM RENOVATIONS &|LIC-0010053|08|General Contractor|Class|B|10/02/2015|CONSULTING|720-883-3477|303-424-0818|Scott Alexander
PLAYCO PARK BUILDERS INC|LIC-0010589|08|General Contractor|Class|B|04/28/2016|7891 W MISSISSIPPI AVE LAKEWOOD, CO 80226|720-737-1334|Paul Gibson
PR HOMES, INC|LIC-0008026|08|General Contractor|Class|B|04/25/2015|1038 KALMIA BOULDER, CO 80304|303.444.7688|Rick Benson
PRECISION CONSTRUCTION INC|LIC-0003070|08|General Contractor|Class|B|09/29/2015|230 MAIN ST LONGMONT, CO 80501|720-327-6676|Bill Sawyers|28|Right-of-Way|03/15/2010
PROVIDENT CONSTRUCTION INC|LIC-0003148|08|General Contractor|Class|B|06/13/2015|12424 E WEAVER PL CENTENNIAL, CO 80111-5663|720-482-0200|John Hordinski
R & M PARKER TECH CENTER INC|LIC-0009345|08|General Contractor|Class|B|08/12/2015|2274 SCHOONER ST LAFAYETTE, CO 80026|Brian Maslowsky
RANDCORP INC|LIC-0001968|08|General Contractor|Class|B|05/13/2015|146 MADISON STE 200 DENVER, CO 80206|303-321-2942|303-321-2942|Ali Yousef|28|Right-of-Way|10/20/2012
RECONSTRUCTION EXPERTS INC|LIC-0007633|08|General Contractor|Class|B|04/25/2015|5310 VIVIAN ST ARVADA, CO 80002|303-783-2562|Joshua Schilling|28|Right-of-Way|11/14/2015
RENOVE CONSTRUCTION, INC|LIC-0003980|08|General Contractor|Class|B|04/23/2015|4782 VALHALLA DR BOULDER, CO 80301|720-298-8888|Arn Rasker
REPAIRS UNLIMITED, INC|LIC-0007147|08|General Contractor|Class|B|05/25/2015|5310 WARD RD STE G-07 ARVADA, CO 80002|720-898-0272|Stanley Boyd
RESTORATION SERVICES INC|LIC-0004402|08|General Contractor|Class|B|11/16/2015|3865 ELM ST DENVER, CO 80207|303-808-0382|303-296-4106|Brian Nutter
